spinn_enabled_solution_u,spinn_enabled_dynamical_F,solution_u_subnet_args_output_dim,solution_u_subnet_args_layers_num,solution_u_subnet_args_hidden_dim,solution_u_subnet_args_dropout,solution_u_subnet_args_activation,dynamical_F_subnet_args_output_dim,dynamical_F_subnet_args_layers_num,dynamical_F_subnet_args_hidden_dim,dynamical_F_subnet_args_dropout,dynamical_F_subnet_args_activation,model_id,num_params,MAE,MAPE,RMSE,batch,solution_u_args_layers_num,solution_u_args_hidden_dim,solution_u_args_dropout,solution_u_args_activation,dynamical_F_args_layers_num,dynamical_F_args_hidden_dim,dynamical_F_args_dropout,dynamical_F_args_activation
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,231,37566,0.005486876703798771,0.6121802,0.008742773497034605,0-0,5.0,40.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,133,12800,0.006711000110954046,0.7215965,0.0087831720839277,0-0,,,,,3.0,60.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,139,5248,0.007304295897483826,0.78613013,0.00879982820433532,0-0,,,,,5.0,20.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,16,16523,0.006620093714445829,0.72113115,0.008805445131607473,0-0,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,128,8159,0.006820791866630316,0.7363538,0.008858254800561797,0-0,,,,,3.0,60.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,121,6368,0.007108111400157213,0.76215804,0.00887180904414173,0-0,,,,,3.0,40.0,0.0,leaky-relu
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,230,20766,0.00591451209038496,0.6560369,0.008916099026719226,0-0,5.0,40.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,60,38804,0.0064582498744130135,0.7072202,0.008940561980185937,0-0,,,,,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,224,35206,0.005628823768347502,0.62826174,0.008978702637247732,0-0,5.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,204,34286,0.006970118265599012,0.75083196,0.008988970881326861,0-0,3.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,233,39246,0.005761223379522562,0.6419651,0.00903416601088143,0-0,5.0,40.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,9,73259,0.006902517285197973,0.747757,0.009048087995242884,0-0,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,62,40484,0.0070680053904652596,0.7722103,0.009128131369687627,0-0,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,115,8080,0.007035888731479645,0.7571111,0.009146910264950864,0-0,,,,,3.0,20.0,0.0,leaky-relu
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,197,34366,0.00624769227579236,0.6919472,0.00922353489628441,0-0,3.0,20.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,3,10784,0.007062416989356279,0.76866704,0.009285422152066776,0-0,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,61,21164,0.006983515806496143,0.7538526,0.009290571256972762,0-0,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,64,18473,0.0072606285102665424,0.79633445,0.009300223327833016,0-0,,,,,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,4,7739,0.006580057553946972,0.7154563,0.009330696876233939,0-0,,,,,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,213,36686,0.0067729102447628975,0.7348709,0.009412555441014936,0-0,3.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,239,27206,0.006448207888752222,0.7144747,0.009439379163078767,0-0,5.0,60.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,109,2215,0.007336507085710764,0.7982704,0.009768154144608146,0-0,,,,,3.0,20.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,148,9648,0.007382750045508146,0.7974936,0.009797833644328144,0-0,,,,,5.0,40.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,130,9128,0.008398789912462234,0.8940983,0.009802263789558827,0-0,,,,,3.0,60.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,12,12008,0.007205386180430651,0.799325,0.009972305609835535,0-0,,,,,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,235,14291,0.007058063056319952,0.7816119,0.010034605206333242,0-0,5.0,60.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,57,16649,0.007879316806793213,0.85214126,0.010065273010507159,0-0,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,154,14255,0.006919950246810913,0.7549691,0.010081841456771047,0-0,,,,,5.0,60.0,0.0,leaky-relu
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,146,8679,0.008855686523020267,0.9481972,0.010169020962848177,0-0,,,,,5.0,40.0,0.0,leaky-relu
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,225,73846,0.0071443822234869,0.7819517,0.010202449378447684,0-0,5.0,20.0,0.0,leaky-relu,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,92,3759,0.008860082365572453,0.94527125,0.010257981262649138,0-0,,,,,2.0,40.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,13,8963,0.007670290302485228,0.83412474,0.010346852127166638,0-0,,,,,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,238,18806,0.006663994863629341,0.73627526,0.010349259972343547,0-0,5.0,60.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,58,13604,0.007814981043338776,0.84335256,0.010394405030003337,0-0,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,30,12977,0.009001930244266987,0.9687353,0.010458310324366645,0-0,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,136,3055,0.008376183919608593,0.8947132,0.010467649200575711,0-0,,,,,5.0,20.0,0.0,leaky-relu
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,228,15411,0.007130822632461786,0.79065615,0.010564911685635933,0-0,5.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,211,11486,0.007760019041597843,0.84171623,0.010665486973338266,0-0,3.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,185,16226,0.007879150100052357,0.84413517,0.010682208145275962,0-0,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,229,12366,0.0069743311032652855,0.7812154,0.010817760785181176,0-0,5.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,203,17486,0.0083551537245512,0.9020161,0.01084980411734606,0-0,3.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,223,15886,0.007429692894220352,0.8270537,0.010873007800257463,0-0,5.0,20.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,160,20120,0.00779618788510561,0.84376717,0.010993616348998063,0-0,,,,,5.0,60.0,0.0,leaky-relu
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,219,11371,0.00796673633158207,0.8801856,0.011046349626477261,0-0,5.0,20.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,29,7937,0.008744575083255768,0.9372738,0.01127572890817761,0-0,,,,,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,202,9086,0.008713217452168465,0.931694,0.011410354476308412,0-0,3.0,40.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,32,18332,0.00880524143576622,0.963718,0.011437340970485778,0-0,,,,,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,205,16646,0.008660666644573212,0.9419297,0.011755624512885064,0-0,3.0,40.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,142,8920,0.009554254822432995,1.0257317,0.011759599873778495,0-0,,,,,5.0,20.0,0.0,leaky-relu
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,215,38366,0.008426095359027386,0.9100618,0.011779166239948777,0-0,3.0,60.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,31,9932,0.009015491232275963,0.96973276,0.011937537868237475,0-0,,,,,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,190,2971,0.00903836265206337,0.9840792,0.011962061605143848,0-0,3.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,217,3811,0.007343890145421028,0.83156854,0.01198054793817222,0-0,5.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,222,33526,0.008195774629712105,0.914481,0.01198918933290334,0-0,5.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,191,5491,0.008298386819660664,0.92107767,0.012018326481887186,0-0,3.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,196,15046,0.00965940859168768,1.0451353,0.012036920438534314,0-0,3.0,20.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,8,34619,0.009196672588586807,1.000989,0.012107429064439158,0-0,,,,,,,,
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,218,6331,0.008291492238640785,0.92081726,0.012121283248031077,0-0,5.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,195,32686,0.010025760158896446,1.0881588,0.012123872505981494,0-0,3.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,192,10531,0.009471621364355087,1.0353116,0.012238991740294738,0-0,3.0,20.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,55,9089,0.009886883199214935,1.0662295,0.01227361046129235,0-0,,,,,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,212,19886,0.008859096094965935,0.9526675,0.012430441419097164,0-0,3.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,194,15886,0.009543528780341148,1.04637,0.012720266905453257,0-0,3.0,20.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,36,75452,0.010890130884945393,1.1564336,0.012812666365841592,0-0,,,,,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,214,19046,0.009491246193647385,1.0233665,0.012987356874549114,0-0,3.0,60.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,82,1795,0.010594193823635578,1.1492308,0.013366084106436103,0-0,,,,,2.0,20.0,0.0,leaky-relu
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,184,7826,0.00991516001522541,1.0681819,0.013506714505205575,0-0,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,186,33026,0.010801905766129494,1.154557,0.013514885067323934,0-0,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,221,16726,0.008517004549503326,0.96291417,0.013675162439543665,0-0,5.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,188,34706,0.009287641383707523,0.9956648,0.013769445034359153,0-0,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,179,34326,0.010694966651499271,1.1552752,0.013783793490442396,0-0,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,173,5451,0.010578486137092113,1.1278179,0.01385412234535125,0-0,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,198,73006,0.011363247409462929,1.2308251,0.013864906469305226,0-0,3.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,183,10871,0.010937242768704891,1.1746982,0.014167265402301865,0-0,2.0,60.0,0.0,leaky-relu,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,11,6968,0.011453170329332352,1.2238917,0.014485145431398989,0-0,,,,,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,6,32939,0.012001040391623974,1.3132054,0.014741684241718588,0-0,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,34,17492,0.012619822286069393,1.3470349,0.015070541273157215,0-0,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,10,4448,0.011682271026074886,1.2511374,0.015343034400387454,0-0,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,33,35132,0.013210538774728775,1.3980242,0.015606449149217057,0-0,,,,,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,193,7486,0.011847642250359058,1.3074815,0.015815258248964303,0-0,3.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,172,2931,0.011929922737181187,1.2707332,0.015907387310054033,0-0,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,189,73346,0.01227676123380661,1.3168435,0.016364296315525717,0-0,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,180,72966,0.012198039330542088,1.3229785,0.016442934742714445,0-0,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,170,33946,0.011146081611514091,1.2116975,0.01708245458259355,0-0,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,165,10111,0.012982308864593506,1.4047658,0.017272023321077478,0-0,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,174,10491,0.013925434090197086,1.504949,0.01782007236571866,0-0,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,199,4571,0.013538556173443794,1.452491,0.018425607769567764,0-0,3.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,168,32266,0.013328378088772297,1.465639,0.019013619119152673,0-0,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,187,15386,0.014894776977598667,1.5996292,0.019352702527516346,0-0,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,178,15006,0.014827174134552479,1.5921049,0.019435945834580044,0-0,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,177,32646,0.015408159233629704,1.6633666,0.020129550594328638,0-0,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,181,3311,0.01671336591243744,1.7864965,0.02059939702349435,0-0,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,182,5831,0.017564348876476288,1.8731111,0.02164576476521359,0-0,2.0,60.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,7,15299,0.016064012423157692,1.7696772,0.022412888818787943,0-0,,,,,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,176,15846,0.017946744337677956,1.913158,0.023080902014369253,0-0,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,164,5071,0.01786346547305584,1.9004261,0.023232821723267964,0-0,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,175,7446,0.019612111151218414,2.0763557,0.02422198194235144,0-0,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,220,8326,0.016472836956381798,1.8402519,0.02441069222075654,0-0,5.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,167,15466,0.02085699327290058,2.23169,0.026064872584678458,0-0,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,163,2551,0.021403836086392403,2.3062458,0.02705573275932068,0-0,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,166,7066,0.022018417716026306,2.3629177,0.028135498226681457,0-0,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,171,72586,0.02279595658183098,2.4473617,0.028947098204901576,0-0,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,169,14626,0.0267582219094038,2.9110963,0.032941243023820246,0-0,2.0,20.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,145,7455,0.028156204149127007,2.9888759,0.03339691618750584,0-0,,,,,5.0,40.0,0.0,leaky-relu
-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,13662,0.035254038870334625,3.7694547,0.03791366029333853,0-0,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,118,4175,0.03166326507925987,3.370981,0.03877161918802331,0-0,,,,,3.0,40.0,0.0,leaky-relu
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,240,44006,0.009034430608153343,0.97373223,0.010417315933487327,1-1,5.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,237,21851,0.008823838084936142,0.9534528,0.010558186890029225,1-1,5.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,233,39246,0.008995437994599342,0.9735218,0.010604462170231265,1-1,5.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,199,4571,0.008264809846878052,0.88550735,0.010624341426057723,1-1,3.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,239,27206,0.00912579894065857,0.9814645,0.01065960447639696,1-1,5.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,202,9086,0.009175454266369343,0.9871102,0.01069131844239385,1-1,3.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,243,84326,0.009127115830779076,0.9831917,0.010692442308690308,1-1,5.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,213,36686,0.009620023891329765,1.0348284,0.010920570860809626,1-1,3.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,210,14531,0.009381817653775215,1.0104196,0.011018703692356864,1-1,3.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,163,2551,0.008117495104670525,0.8741695,0.011067141563381656,1-1,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,232,19926,0.009470959194004536,1.0238562,0.011152967969574419,1-1,5.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,238,18806,0.009453212842345238,1.0187223,0.011197396488546176,1-1,5.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,242,45686,0.009542637504637241,1.030829,0.011214756469900142,1-1,5.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,231,37566,0.009364227764308453,1.0111356,0.01121774372361901,1-1,5.0,40.0,0.0,leaky-relu,,,,
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,90,35812,0.010081411339342594,1.0848798,0.01137059516540151,1-1,,,,,2.0,20.0,0.0,leaky-relu
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,216,77006,0.009162144735455513,0.9836055,0.011378832076616996,1-1,3.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,236,16811,0.009957101196050644,1.076839,0.011439815358011286,1-1,5.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,234,77886,0.009135250002145767,0.9912168,0.011443366981441315,1-1,5.0,40.0,0.0,leaky-relu,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,75,44801,0.009991115890443325,1.0763205,0.011451285962011932,1-1,,,,,,,,
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,144,37072,0.010104360990226269,1.0871191,0.01148089847789878,1-1,,,,,5.0,20.0,0.0,leaky-relu
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,241,26366,0.010285647585988045,1.1086019,0.011535575780714118,1-1,5.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,215,38366,0.009945256635546684,1.069425,0.0115715595524904,1-1,3.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,203,17486,0.008728659711778164,0.94571096,0.011625409301695576,1-1,3.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,201,12131,0.009983510710299015,1.080228,0.011700859917939573,1-1,3.0,40.0,0.0,leaky-relu,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,80,68636,0.01016245037317276,1.0937551,0.01170473204081525,1-1,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,77,50156,0.010020238347351551,1.0778166,0.011707071604641645,1-1,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,105,17708,0.010171744972467422,1.0915318,0.011710389950105256,1-1,,,,,2.0,60.0,0.0,leaky-relu
True,True,10.0,3.0,15.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,41,22412,0.009533081203699112,1.0244112,0.011714793694751098,1-1,,,,,,,,
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,209,9491,0.009376993402838707,1.0026305,0.011723727793271058,1-1,3.0,60.0,0.0,leaky-relu,,,,
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,135,40952,0.010235859081149101,1.101199,0.011732761133184146,1-1,,,,,3.0,60.0,0.0,leaky-relu
True,True,10.0,5.0,15.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,47,20177,0.010315795429050922,1.1111591,0.011746798912396475,1-1,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,141,17488,0.010292040184140205,1.1066132,0.011764224551988901,1-1,,,,,5.0,20.0,0.0,leaky-relu
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,212,19886,0.010235502384603024,1.1028154,0.011775300674495115,1-1,3.0,60.0,0.0,leaky-relu,,,,
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,99,36552,0.01024772971868515,1.1003484,0.011843510204233472,1-1,,,,,2.0,40.0,0.0,leaky-relu
True,True,15.0,5.0,23.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,78,66956,0.010182143189013004,1.0974228,0.011848640685989467,1-1,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,51,47372,0.010325226932764053,1.1112726,0.011853341114161581,1-1,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,101,4499,0.01017841137945652,1.0975193,0.011870707811437954,1-1,,,,,2.0,60.0,0.0,leaky-relu
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,108,37292,0.010491310618817806,1.1294873,0.011873708355922009,1-1,,,,,2.0,60.0,0.0,leaky-relu
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,132,21368,0.01039519440382719,1.1194289,0.011878363337320393,1-1,,,,,3.0,60.0,0.0,leaky-relu
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,228,15411,0.010294456966221333,1.1115832,0.011880966341721444,1-1,5.0,40.0,0.0,leaky-relu,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,76,41756,0.010454017668962479,1.1243707,0.011882159858203302,1-1,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,38,12017,0.009436269290745258,1.0159785,0.011888517339666225,1-1,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,48,25217,0.010214029811322689,1.0995332,0.01189645926093659,1-1,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,159,28688,0.010164091363549232,1.0936778,0.011898748897163053,1-1,,,,,5.0,60.0,0.0,leaky-relu
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,96,16968,0.010321876965463161,1.1112462,0.011914412891988748,1-1,,,,,2.0,40.0,0.0,leaky-relu
True,True,10.0,5.0,15.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,50,30572,0.010245881043374538,1.1041495,0.011921906698184477,1-1,,,,,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,226,7851,0.009579963982105255,1.0397773,0.011930342962546959,1-1,5.0,40.0,0.0,leaky-relu,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,22,11411,0.008953829295933247,0.9675904,0.011936789985403047,1-1,,,,,,,,
