spinn_enabled_solution_u,spinn_enabled_dynamical_F,solution_u_subnet_args_output_dim,solution_u_subnet_args_layers_num,solution_u_subnet_args_hidden_dim,solution_u_subnet_args_dropout,solution_u_subnet_args_activation,dynamical_F_args_layers_num,dynamical_F_args_hidden_dim,dynamical_F_args_dropout,dynamical_F_args_activation,model_id,num_params,MAE,MAPE,RMSE,batch,dynamical_F_subnet_args_output_dim,dynamical_F_subnet_args_layers_num,dynamical_F_subnet_args_hidden_dim,dynamical_F_subnet_args_dropout,dynamical_F_subnet_args_activation,solution_u_args_layers_num,solution_u_args_hidden_dim,solution_u_args_dropout,solution_u_args_activation
False,True,,,,,,,,,,211,11486,0.0100369080901145,1.0774444,0.012630102601215,1-1,10.0,2.0,15.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,182,5831,0.0096800550818443,1.0352559,0.0126309148488021,1-1,5.0,3.0,8.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
True,False,15.0,3.0,23.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,152,22704,0.0108479112386703,1.1625339,0.0126329953469276,1-1,,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,93,6207,0.0108344266191124,1.1667168,0.0126387374026899,1-1,,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,72,88508,0.0106620416045188,1.1492002,0.0126388795965945,1-1,15.0,5.0,23.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,198,73006,0.0096950829029083,1.0520366,0.0126598790980945,1-1,15.0,5.0,23.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,44,40892,0.0104928063228726,1.1290882,0.0126673856636178,1-1,15.0,3.0,23.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,192,10531,0.0100551275536417,1.0932657,0.0126764760668226,1-1,5.0,5.0,8.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
True,False,10.0,3.0,15.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,149,13728,0.0104407779872417,1.124599,0.0127044745543052,1-1,,,,,,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,,,,,23,19811,0.0111707039177417,1.2010463,0.0127225363880633,1-1,10.0,3.0,15.0,0.0,leaky-relu,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,122,10448,0.0109719047322869,1.1746576,0.0127410557455214,1-1,,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,111,5887,0.0108007984235882,1.155694,0.0127540682166069,1-1,,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,86,8068,0.0109314182773232,1.171994,0.0127724011491845,1-1,,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,112,4408,0.0101254871115088,1.087878,0.0127949507011603,1-1,,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,40,14012,0.0105221830308437,1.1319375,0.0128091882441281,1-1,10.0,2.0,15.0,0.0,leaky-relu,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,138,6727,0.0110176028683781,1.1853578,0.0128479694808588,1-1,,,,,,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,134,22184,0.0108552016317844,1.1637967,0.0128491026209401,1-1,,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,95,8808,0.0111362412571907,1.1957873,0.0128509207593561,1-1,,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,113,8488,0.0110902618616819,1.1917754,0.012864811317169,1-1,,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,94,4728,0.0106799285858869,1.1442204,0.0128677683454082,1-1,,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,17,35843,0.010305868461728,1.1102473,0.0129144033616282,1-1,15.0,3.0,23.0,0.0,leaky-relu,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,147,11127,0.0109463427215814,1.180806,0.0129218487823622,1-1,,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,110,3439,0.01082643866539,1.1591816,0.0129327706184422,1-1,,,,,,,,,
False,True,,,,,,,,,,206,35966,0.0104743465781211,1.1152836,0.0129419433473732,1-1,15.0,3.0,23.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu
True,False,5.0,5.0,8.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,102,6947,0.0113189136609435,1.2173697,0.012951378679947,1-1,,,,,,,,,
False,True,,,,,,,,,,183,10871,0.0106523819267749,1.1395905,0.0129853398758783,1-1,5.0,5.0,8.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,196,15046,0.0111311273649334,1.19156,0.0129856166714638,1-1,15.0,2.0,23.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
True,True,5.0,5.0,8.0,0.0,sin,,,,,19,9416,0.011316907592117786,1.2157278060913086,0.012992537444658196,1-1,5.0,3.0,8.0,0.0,sin,,,,
True,True,10.0,5.0,15.0,0.0,sin,,,,,10,29732,0.01110472809523344,1.1927356719970703,0.013048165723812812,1-1,15.0,2.0,23.0,0.0,sin,,,,
False,True,,,,,,,,,,219,11371,0.0108977044001221,1.1735905,0.0130485125607233,1-1,5.0,5.0,8.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,63,79124,0.0105922697111964,1.1389802,0.0130769313416497,1-1,15.0,5.0,23.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,205,16646,0.0108877457678318,1.1723827,0.0131092669572913,1-1,15.0,2.0,23.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,207,74606,0.01032080873847,1.1038108,0.0131596130802218,1-1,15.0,5.0,23.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,67,22988,0.0107814306393265,1.155736,0.0131744434691581,1-1,10.0,2.0,15.0,0.0,leaky-relu,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,42,39212,0.0108978217467665,1.1689632,0.0131891385754024,1-1,10.0,5.0,15.0,0.0,leaky-relu,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,70,30548,0.0107093630358576,1.1500378,0.0131953350517809,1-1,15.0,2.0,23.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,151,13320,0.0107776783406734,1.1586381,0.013209215406893,1-1,,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,83,3019,0.010500494390726,1.1249536,0.0132501756462382,1-1,,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,88,7660,0.0106919845566153,1.1501179,0.01325159285329,1-1,,,,,,,,,
False,True,,,,,,,,,,230,20766,0.011277669109404,1.2184833,0.0133404353971935,1-1,10.0,3.0,15.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,173,5451,0.0103797521442174,1.1122768,0.0133523363085315,1-1,5.0,3.0,8.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
True,False,15.0,2.0,23.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,124,10040,0.0110083939507603,1.1789373,0.0133528921155554,1-1,,,,,,,,,
False,True,,,,,,,,,,184,7826,0.0092285489663481,0.98950595,0.0133610935737064,1-1,10.0,2.0,15.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,65,20993,0.0107470601797103,1.1535068,0.0134276959028559,1-1,5.0,3.0,8.0,0.0,leaky-relu,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,,,,,27,76931,0.0114703606814146,1.2296113,0.0134309808101123,1-1,15.0,5.0,23.0,0.0,leaky-relu,,,,
True,True,10.0,5.0,15.0,0.0,sin,,,,,1,47372,0.011235089972615242,1.1999046802520752,0.013510254863026335,1-1,10.0,5.0,15.0,0.0,sin,,,,
False,True,,,,,,,,,,174,10491,0.0107287503778934,1.1554734,0.0135278174352575,1-1,5.0,5.0,8.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,66,26033,0.0113839395344257,1.2151954,0.0135337948725158,1-1,5.0,5.0,8.0,0.0,leaky-relu,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,39,17057,0.0111586507409811,1.1975814,0.0135490899498906,1-1,5.0,5.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,188,34706,0.0098500605672597,1.0572997,0.0135623158868008,1-1,15.0,3.0,23.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,13,8963,0.0115550346672534,1.2383525,0.0136193673187674,1-1,10.0,2.0,15.0,0.0,leaky-relu,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu,155,15479,0.0109264394268393,1.1692994,0.0136567003897518,1-1,,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,45,79532,0.0110099827870726,1.1797268,0.0136689891920089,1-1,15.0,5.0,23.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,176,15846,0.0101824859157204,1.0917228,0.0136951117086026,1-1,10.0,3.0,15.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
True,True,5.0,5.0,8.0,0.0,sin,,,,,8,14456,0.011500592343509197,1.2258907556533813,0.01370562332654811,1-1,5.0,5.0,8.0,0.0,sin,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,10,4448,0.0111329229548573,1.1919845,0.0137577653177826,1-1,5.0,2.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,222,33526,0.0113370744511485,1.2283301,0.0137645732589013,1-1,10.0,5.0,15.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,191,5491,0.0102036306634545,1.1049335,0.0137702476707381,1-1,5.0,3.0,8.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
True,False,5.0,3.0,8.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,119,5399,0.0108063826337456,1.1605834,0.0137993429603225,1-1,,,,,,,,,
False,True,,,,,,,,,,221,16726,0.0110647873952984,1.1940243,0.0138131515382774,1-1,10.0,3.0,15.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,172,2931,0.0103218276053667,1.1031592,0.0138538975649541,1-1,5.0,2.0,8.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,12,12008,0.0116811841726303,1.2566705,0.0138730863496491,1-1,5.0,5.0,8.0,0.0,leaky-relu,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,103,5468,0.0112923886626958,1.2091954,0.0139366486327037,1-1,,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,15,34163,0.0115020433440804,1.2346287,0.0139443371794672,1-1,10.0,5.0,15.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,106,9140,0.0111862486228346,1.1998919,0.0139782808212357,1-1,,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,55,9089,0.0113356346264481,1.216795,0.0140024510346426,1-1,5.0,2.0,8.0,0.0,leaky-relu,,,,
True,True,15.0,5.0,23.0,0.0,sin,,,,,12,50156,0.011122127063572407,1.185633659362793,0.014006818281714583,1-1,10.0,3.0,15.0,0.0,sin,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,16,16523,0.0117882117629051,1.2716256,0.0140121842967152,1-1,15.0,2.0,23.0,0.0,leaky-relu,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,121,6368,0.0113246627151966,1.2143364,0.0140803772942766,1-1,,,,,,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,98,17784,0.0112300785258412,1.2031872,0.014093354003479,1-1,,,,,,,,,
True,True,10.0,5.0,15.0,0.0,sin,,,,,17,30572,0.011324653401970863,1.2173478603363037,0.014105610056075326,1-1,10.0,3.0,15.0,0.0,sin,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,85,3988,0.0112093640491366,1.2024277,0.0141089006046966,1-1,,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,14,17363,0.0107650095596909,1.1628306,0.0141619987357866,1-1,10.0,3.0,15.0,0.0,leaky-relu,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,140,9328,0.0116929719224572,1.2490208,0.014194211211311,1-1,,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,43,21572,0.0107888337224721,1.1636586,0.0141942399169015,1-1,15.0,2.0,23.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,33,35132,0.011429950594902,1.227218,0.0143045221841789,1-1,10.0,5.0,15.0,0.0,leaky-relu,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,130,9128,0.0113275283947587,1.2193804,0.014353755399417,1-1,,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,29,7937,0.011511311866343,1.2396469,0.0143834216381203,1-1,5.0,3.0,8.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,91,2535,0.0115043111145496,1.2321614,0.0144020787042484,1-1,,,,,,,,,
False,True,,,,,,,,,,177,32646,0.0115365497767925,1.2343645,0.0144193578635883,1-1,10.0,5.0,15.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,175,7446,0.0113502349704504,1.2100371,0.0144659014078745,1-1,10.0,2.0,15.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,69,48188,0.0118677802383899,1.273858,0.01452154492229,1-1,10.0,5.0,15.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,118,4175,0.0115493824705481,1.2391913,0.0145661496522536,1-1,,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,109,2215,0.0114251663908362,1.2207962,0.0145725290137634,1-1,,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,142,8920,0.0121628856286406,1.2999582,0.0145814421580037,1-1,,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,64,18473,0.0112133985385298,1.2002295,0.0147735365016594,1-1,5.0,2.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,187,15386,0.010765885002911,1.1536705,0.0147778235792636,1-1,15.0,2.0,23.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,61,21164,0.0112574528902769,1.2158738,0.0148473271025093,1-1,15.0,2.0,23.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,60,38804,0.0112547278404235,1.2108865,0.0149197052885787,1-1,10.0,5.0,15.0,0.0,leaky-relu,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,18,74483,0.0120411859825253,1.2931764,0.0149531291377264,1-1,15.0,5.0,23.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,208,6971,0.0117261316627264,1.2506372,0.014971849454562,1-1,5.0,2.0,8.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu
True,False,15.0,2.0,23.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu,160,20120,0.011730957776308,1.2628992,0.0149741717531537,1-1,,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,139,5248,0.0119423605501651,1.2785177,0.0149816770350727,1-1,,,,,,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,7,15299,0.0120366131886839,1.2980993,0.0151794996134011,1-1,15.0,2.0,23.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,1,3224,0.0131739154458045,1.4155705,0.0151911341946156,1-1,5.0,2.0,8.0,0.0,leaky-relu,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,146,8679,0.0119861382991075,1.28372,0.015204820081785,1-1,,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,133,12800,0.012236681766808,1.316957,0.0152500680797114,1-1,,,,,,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,4,7739,0.0122038926929235,1.3125422,0.0153332936965341,1-1,10.0,2.0,15.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,166,7066,0.0112761156633496,1.2151848,0.0154026285211877,1-1,10.0,2.0,15.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,3,10784,0.0122058512642979,1.3098216,0.0154234989573011,1-1,5.0,5.0,8.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,5,16139,0.0115318177267909,1.2351234,0.0154323505981036,1-1,10.0,3.0,15.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,59,22004,0.0123818162828683,1.3295078,0.0154457831857935,1-1,10.0,3.0,15.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,193,7486,0.0114164734259247,1.2271692,0.0154620131885953,1-1,10.0,2.0,15.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
True,False,15.0,2.0,23.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,97,8400,0.0122065963223576,1.309176,0.0155348280647082,1-1,,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu,157,16448,0.0119842188432812,1.2908925,0.0155546515780263,1-1,,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,148,9648,0.0123293157666921,1.3256382,0.0155587552271385,1-1,,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,31,9932,0.0123628694564104,1.3164297,0.0155963691271831,1-1,10.0,2.0,15.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,197,34366,0.0110354218631982,1.1932614,0.0156161177803098,1-1,15.0,3.0,23.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,171,72586,0.0119143007323145,1.284092,0.0156195466203277,1-1,15.0,5.0,23.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,217,3811,0.0125119565054774,1.3566009,0.0157650800226553,1-1,5.0,2.0,8.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,220,8326,0.0119153382256627,1.299126,0.0157800899344213,1-1,10.0,2.0,15.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
True,False,5.0,2.0,8.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,82,1795,0.0125037441030144,1.3456256,0.0158329257015931,1-1,,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,128,8159,0.013072314672172,1.401789,0.0158998888405383,1-1,,,,,,,,,
False,True,,,,,,,,,,186,33026,0.0125669883564114,1.3424596,0.015911756660726,1-1,10.0,5.0,15.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,35,36812,0.0122426552698016,1.3215166,0.0159388250131488,1-1,15.0,3.0,23.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,6,32939,0.0125725036486983,1.3516805,0.0160009694717829,1-1,10.0,5.0,15.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,56,11609,0.0115446057170629,1.252604,0.0160657550261032,1-1,5.0,3.0,8.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,2,5744,0.012608453631401,1.3511863,0.0160951693207597,1-1,5.0,3.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,218,6331,0.0122685339301824,1.3201324,0.0161583164538611,1-1,5.0,3.0,8.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,178,15006,0.0123665928840637,1.3160394,0.0161901621303174,1-1,15.0,2.0,23.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,28,5417,0.0130761405453085,1.4099652,0.0162256281640085,1-1,5.0,2.0,8.0,0.0,leaky-relu,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,137,4279,0.0132807940244674,1.4170074,0.0162357253196545,1-1,,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,100,3275,0.0121368868276476,1.3049567,0.0162717395302169,1-1,,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,145,7455,0.0132402637973427,1.415934,0.016453489345744,1-1,,,,,,,,,
False,True,,,,,,,,,,224,35206,0.0131115177646279,1.4167436,0.0164650606613985,1-1,15.0,3.0,23.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,195,32686,0.0126227419823408,1.358552,0.0165056753550612,1-1,10.0,5.0,15.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,8,34619,0.0124775730073452,1.342545,0.0165520105583465,1-1,15.0,3.0,23.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,57,16649,0.0128657277673482,1.3873591,0.0165821533485069,1-1,5.0,5.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,170,33946,0.0130565017461776,1.3981702,0.0165951651630998,1-1,15.0,3.0,23.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,223,15886,0.0132644632831215,1.4337013,0.0166173948849267,1-1,15.0,2.0,23.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,11,6968,0.0132462866604328,1.4150457,0.0168178551038113,1-1,5.0,3.0,8.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,36,75452,0.013101078569889,1.4096667,0.0169169622280175,1-1,15.0,5.0,23.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,115,8080,0.0138148861005902,1.4816802,0.0170539615501063,1-1,,,,,,,,,
False,True,,,,,,,,,,189,73346,0.0144518492743372,1.5432882,0.0172633491500621,1-1,15.0,5.0,23.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,181,3311,0.0133677627891302,1.4197009,0.0173971994606815,1-1,5.0,2.0,8.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,62,40484,0.0143272699788212,1.5432141,0.0174016044935446,1-1,15.0,3.0,23.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,225,73846,0.0136926332488656,1.466452,0.0176088657067506,1-1,15.0,5.0,23.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,190,2971,0.0141687933355569,1.5266207,0.0176904709181382,1-1,5.0,2.0,8.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,185,16226,0.0130832223221659,1.3953842,0.0182152924858699,1-1,10.0,3.0,15.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
True,False,5.0,2.0,8.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu,154,14255,0.0135620683431625,1.4693865,0.0183111206600568,1-1,,,,,,,,,
False,True,,,,,,,,,,180,72966,0.0129014970734715,1.382527,0.0184664281950004,1-1,15.0,5.0,23.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,58,13604,0.0142557974904775,1.5412886,0.0185972051292847,1-1,10.0,2.0,15.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,165,10111,0.0138214146718382,1.4755319,0.0187101603052418,1-1,5.0,5.0,8.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,168,32266,0.0130038894712924,1.4020575,0.019345507457096,1-1,10.0,5.0,15.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
True,True,15.0,5.0,23.0,0.0,leaky-relu,,,,,73,37241,0.0156589932739734,1.6753118,0.0195034544571743,1-1,5.0,2.0,8.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,136,3055,0.0149554377421736,1.614456,0.0195399816188018,1-1,,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,32,18332,0.0147381797432899,1.5980961,0.0198201061020664,1-1,10.0,3.0,15.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,167,15466,0.0140864625573158,1.5111866,0.0201844936337371,1-1,10.0,3.0,15.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,9,73259,0.0158229172229766,1.7079824,0.02034291176664,1-1,15.0,5.0,23.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,179,34326,0.016551112756133,1.7569758,0.0210824910443823,1-1,15.0,3.0,23.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,164,5071,0.01568996720016,1.6859916,0.0212919103998958,1-1,5.0,3.0,8.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,169,14626,0.0160979907959699,1.7166634,0.0217906533558027,1-1,15.0,2.0,23.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,34,17492,0.0170266814529895,1.8289676,0.0221469246761423,1-1,15.0,2.0,23.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,30,12977,0.017992939800024,1.9174292,0.0221788047467558,1-1,5.0,5.0,8.0,0.0,leaky-relu,,,,
