spinn_enabled_solution_u,spinn_enabled_dynamical_F,solution_u_subnet_args_output_dim,solution_u_subnet_args_layers_num,solution_u_subnet_args_hidden_dim,solution_u_subnet_args_dropout,solution_u_subnet_args_activation,dynamical_F_args_layers_num,dynamical_F_args_hidden_dim,dynamical_F_args_dropout,dynamical_F_args_activation,model_id,num_params,MAE,MAPE,RMSE,batch,dynamical_F_subnet_args_output_dim,dynamical_F_subnet_args_layers_num,dynamical_F_subnet_args_hidden_dim,dynamical_F_subnet_args_dropout,dynamical_F_subnet_args_activation,solution_u_args_layers_num,solution_u_args_hidden_dim,solution_u_args_dropout,solution_u_args_activation
True,True,10.0,5.0,15.0,0.0,leaky-relu,,,,,52,29732,0.0059600723907351,0.65456045,0.0077209769500945,3-3,15.0,2.0,23.0,0.0,leaky-relu,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,105,17708,0.005913799162954,0.6506936,0.0077434222576232,3-3,,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,147,11127,0.0058792112395167,0.6470038,0.0077555689684989,3-3,,,,,,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,,,,,26,38291,0.0062024029903113,0.6786095,0.0078004524351961,3-3,15.0,3.0,23.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,100,3275,0.0061731268651783,0.6678165,0.0078106718327161,3-3,,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,,,,,77,50156,0.0057715182192623,0.6364751,0.007825484884344,3-3,10.0,3.0,15.0,0.0,leaky-relu,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,72,88508,0.0064866673201322,0.70419824,0.0078320170972284,3-3,15.0,5.0,23.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,4,7739,0.0065224687568843,0.7028922,0.0078403096218315,3-3,10.0,2.0,15.0,0.0,leaky-relu,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu,156,17927,0.0055585438385605,0.61004597,0.0078452970665521,3-3,,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,,,,,79,49316,0.00598437897861,0.65783715,0.007887406199451,3-3,15.0,2.0,23.0,0.0,leaky-relu,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,,,,,49,22172,0.0059362761676311,0.6543151,0.0079148970227319,3-3,10.0,2.0,15.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,33,35132,0.0062056952156126,0.6709947,0.0079162514568158,3-3,10.0,5.0,15.0,0.0,leaky-relu,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,,,,,80,68636,0.0058855055831372,0.6482663,0.0079202081837861,3-3,15.0,3.0,23.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,133,12800,0.0061422041617333,0.6682825,0.0079212939623721,3-3,,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,,,,,51,47372,0.0059090321883559,0.6513543,0.0079762168212685,3-3,10.0,5.0,15.0,0.0,leaky-relu,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,,,,,20,9416,0.0060758478939533,0.66803855,0.0079843718842278,3-3,5.0,3.0,8.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,59,22004,0.0059671304188668,0.64998776,0.0080148754976368,3-3,10.0,3.0,15.0,0.0,leaky-relu,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,129,10607,0.0058468780480325,0.6442541,0.0080237249047932,3-3,,,,,,,,,
True,False,15.0,5.0,23.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,153,41472,0.0059651061892509,0.6560985,0.0081077744754878,3-3,,,,,,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,152,22704,0.0061529511585831,0.67343825,0.0081129113893823,3-3,,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,101,4499,0.0057801865041255,0.63293386,0.008118036538189,3-3,,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,149,13728,0.0068018822930753,0.73717165,0.0081524735006821,3-3,,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,41,22412,0.0066800783388316,0.72472644,0.0081711069208173,3-3,10.0,3.0,15.0,0.0,leaky-relu,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,45,79532,0.0068067051470279,0.7389003,0.0082462788222369,3-3,15.0,5.0,23.0,0.0,leaky-relu,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,66,26033,0.0059703458100557,0.65314406,0.0082540811243953,3-3,5.0,5.0,8.0,0.0,leaky-relu,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,102,6947,0.0058887368068099,0.6490107,0.0083199268846912,3-3,,,,,,,,,
True,True,15.0,5.0,23.0,0.0,sin,,,,,3,49316,0.0059270672500133514,0.6504027843475342,0.00835916988926665,3-3,15.0,2.0,23.0,0.0,sin,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,143,18304,0.0062668318860232,0.6853059,0.0083838927558891,3-3,,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,13,8963,0.0069925081916153,0.7586,0.0084122754641732,3-3,10.0,2.0,15.0,0.0,leaky-relu,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,,,,,21,14456,0.0060202125459909,0.6648655,0.0084323302782327,3-3,5.0,5.0,8.0,0.0,leaky-relu,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,134,22184,0.0062190722674131,0.6832318,0.008628173990898,3-3,,,,,,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,,,,,22,11411,0.0060315760783851,0.6673016,0.0086450323766221,3-3,10.0,2.0,15.0,0.0,leaky-relu,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,11,6968,0.0066000339575111,0.7192684,0.0086555989525798,3-3,5.0,3.0,8.0,0.0,leaky-relu,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,16,16523,0.0063284384086728,0.69322896,0.0086841132910398,3-3,15.0,2.0,23.0,0.0,leaky-relu,,,,
True,True,15.0,5.0,23.0,0.0,sin,,,,,9,66956,0.0057583763264119625,0.6404485106468201,0.008717119546832195,3-3,10.0,5.0,15.0,0.0,sin,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,12,12008,0.0071704750880599,0.7784821,0.0087436710059919,3-3,5.0,5.0,8.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,57,16649,0.0067340354435145,0.7338694,0.0087545976649535,3-3,5.0,5.0,8.0,0.0,leaky-relu,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,93,6207,0.0066590034402906,0.7299579,0.008876582095053,3-3,,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,32,18332,0.0070495991967618,0.76685494,0.0088966849368075,3-3,10.0,3.0,15.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,34,17492,0.0071581648662686,0.77999353,0.0089138040066315,3-3,15.0,2.0,23.0,0.0,leaky-relu,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,,,,,25,18971,0.0064618024043738,0.7077882,0.0089423749747298,3-3,15.0,2.0,23.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,82,1795,0.0068506081588566,0.74578196,0.0089515791213187,3-3,,,,,,,,,
True,False,15.0,5.0,23.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,126,38192,0.0063736056908965,0.70201266,0.0089611871014188,3-3,,,,,,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,5,16139,0.0071014524437487,0.7730813,0.0090554863037509,3-3,10.0,3.0,15.0,0.0,leaky-relu,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,112,4408,0.0063712410628795,0.700992,0.0090691184337885,3-3,,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,122,10448,0.0066536921076476,0.72839993,0.0090696182394448,3-3,,,,,,,,,
True,False,15.0,5.0,23.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,108,37292,0.0067525333724915,0.7349498,0.009096670545557,3-3,,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,,,,,47,20177,0.006631791125983,0.7282946,0.0091240525373304,3-3,5.0,3.0,8.0,0.0,leaky-relu,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,148,9648,0.0070642014034092,0.76774293,0.009133665095545,3-3,,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,86,8068,0.0060359947383403,0.6692095,0.0091524246870004,3-3,,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,120,7847,0.0066280211322009,0.7289271,0.0091692138873116,3-3,,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,132,21368,0.0063985814340412,0.70639753,0.0091722858834117,3-3,,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu,159,28688,0.007131848949939,0.7790594,0.0092128319214278,3-3,,,,,,,,,
True,False,15.0,5.0,23.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,99,36552,0.006492855027318,0.7147273,0.0092429244902859,3-3,,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,55,9089,0.0071870340034365,0.7798655,0.0092829915316675,3-3,5.0,2.0,8.0,0.0,leaky-relu,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,18,74483,0.0076887900941073,0.8316911,0.0092831067487425,3-3,15.0,5.0,23.0,0.0,leaky-relu,,,,
True,True,10.0,5.0,15.0,0.0,sin,,,,,17,30572,0.006384780630469322,0.7043666839599609,0.00930084683370318,3-3,10.0,3.0,15.0,0.0,sin,,,,
True,False,5.0,5.0,8.0,0.0,sin,5.0,40.0,0.0,sin,13,11127,0.006687105167657137,0.7344568967819214,0.009337192581593236,3-3,,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,150,21888,0.0064557469449937,0.7127364,0.009354113742482,3-3,,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,124,10040,0.0068984664976596,0.7524856,0.0093814613383247,3-3,,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu,155,15479,0.0075924657285213,0.8223146,0.009401496897952,3-3,,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,136,3055,0.0066011333838105,0.7243692,0.0094273719585072,3-3,,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,96,16968,0.0065682786516845,0.7253854,0.0094457065398128,3-3,,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,110,3439,0.0068320138379931,0.75102013,0.0094581555077793,3-3,,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,115,8080,0.0067428611218929,0.74058485,0.0094692116581201,3-3,,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,67,22988,0.0060610729269683,0.6713907,0.0095035321842461,3-3,10.0,2.0,15.0,0.0,leaky-relu,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,95,8808,0.0068923141807317,0.7556316,0.0095283841692948,3-3,,,,,,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,125,19424,0.006921961903572,0.7592599,0.0095897263257029,3-3,,,,,,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu,161,29504,0.0069323340430855,0.76066685,0.0096074254444439,3-3,,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,118,4175,0.0070065893232822,0.76497585,0.0096103982482379,3-3,,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,119,5399,0.0072595854289829,0.7906449,0.0096242906912184,3-3,,,,,,,,,
True,True,5.0,5.0,8.0,0.0,sin,,,,,19,9416,0.006493485067039728,0.7186984419822693,0.009638241620108698,3-3,5.0,3.0,8.0,0.0,sin,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,142,8920,0.0070250136777758,0.7679606,0.0096505338276371,3-3,,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,87,16228,0.0065752295777201,0.72661287,0.0097298989368877,3-3,,,,,,,,,
True,True,10.0,5.0,15.0,0.0,sin,,,,,20,20177,0.0062578655779361725,0.6971283555030823,0.009743791626159596,3-3,5.0,3.0,8.0,0.0,sin,,,,
True,False,10.0,5.0,15.0,0.0,sin,2.0,60.0,0.0,sin,7,17708,0.006930094677954912,0.7614742517471313,0.009748341868099147,3-3,,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,14,17363,0.0073082861490547,0.79830587,0.0097737952416979,3-3,10.0,3.0,15.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,88,7660,0.0073908092454075,0.7990801,0.0097812858564365,3-3,,,,,,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,89,17044,0.0074530811980366,0.8134647,0.0098298409005542,3-3,,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,97,8400,0.0070602288469672,0.77640486,0.0098636033458805,3-3,,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,131,13208,0.0070458580739796,0.77518225,0.0098773330237444,3-3,,,,,,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,,,,,24,36611,0.0073755290359258,0.80770004,0.0098937867233371,3-3,10.0,5.0,15.0,0.0,leaky-relu,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,141,17488,0.0067021157592535,0.7415387,0.009903991480305,3-3,,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu,160,20120,0.0066737718880176,0.7389011,0.0099054863782373,3-3,,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,,,,,73,37241,0.0071427118964493,0.7832367,0.0099654908531125,3-3,5.0,2.0,8.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,36,75452,0.0072198612615466,0.7907873,0.0099669451367309,3-3,15.0,5.0,23.0,0.0,leaky-relu,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,123,18608,0.0068820570595562,0.75868374,0.0099693057056373,3-3,,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,37,9497,0.0077896118164062,0.8445071,0.0100058480336363,3-3,5.0,2.0,8.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu,154,14255,0.0075850440189242,0.82342786,0.0100115536046556,3-3,,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,146,8679,0.0080205081030726,0.8664822,0.0100253970949294,3-3,,,,,,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,116,17464,0.008123381063342,0.8819226,0.0101051575374918,3-3,,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,85,3988,0.0069454624317586,0.76609445,0.010118097806655,3-3,,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,151,13320,0.0075220372527837,0.8212452,0.010118476407464,3-3,,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,113,8488,0.0078109884634613,0.8506245,0.0101431164794682,3-3,,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,,,,,75,44801,0.0069492845796048,0.76799536,0.0101477067088815,3-3,5.0,5.0,8.0,0.0,leaky-relu,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,114,16648,0.0075751985423266,0.82903135,0.0102000496763987,3-3,,,,,,,,,
False,True,,,,,,,,,,168,32266,0.006935866549611,0.76704866,0.010253060042001,3-3,10.0,5.0,15.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
True,False,15.0,5.0,23.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,135,40952,0.0069803390651941,0.77082515,0.0102678269028843,3-3,,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,83,3019,0.0068215909413993,0.7559856,0.0102766415047258,3-3,,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,111,5887,0.0075125219300389,0.8228914,0.0103160463254861,3-3,,,,,,,,,
True,True,5.0,5.0,8.0,0.0,sin,,,,,8,14456,0.006767751183360815,0.7513496279716492,0.010321481736074226,3-3,5.0,5.0,8.0,0.0,sin,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,104,9548,0.0069932462647557,0.7751008,0.0103436963653146,3-3,,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,35,36812,0.0073535847477614,0.8082847,0.0103489355136784,3-3,15.0,3.0,23.0,0.0,leaky-relu,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,107,18524,0.007336220704019,0.80363005,0.0104190454973645,3-3,,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,121,6368,0.007683552801609,0.840866,0.0104247084820884,3-3,,,,,,,,,
True,False,15.0,5.0,23.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,117,36232,0.0068032471463084,0.75613457,0.0105594961548228,3-3,,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,56,11609,0.0081831812858581,0.8896118,0.0105698205663534,3-3,5.0,3.0,8.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,106,9140,0.0076776905916631,0.84084153,0.0105728451798169,3-3,,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,,,,,74,39761,0.0071335160173475,0.79001176,0.0105919333807811,3-3,5.0,3.0,8.0,0.0,leaky-relu,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,84,5467,0.0066830986179411,0.74471414,0.0106291157319098,3-3,,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,130,9128,0.007517288904637,0.8274438,0.0106303419981892,3-3,,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu,158,20528,0.0085601415485143,0.9240833,0.0106524244624704,3-3,,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,94,4728,0.0075068860314786,0.8275468,0.0106537197558349,3-3,,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,137,4279,0.0077487705275416,0.85017365,0.0106883801120015,3-3,,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,,,,,46,17657,0.0080218268558382,0.8765207,0.0107377097838158,3-3,5.0,2.0,8.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,145,7455,0.0085148932412266,0.9213088,0.0108151780534064,3-3,,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,60,38804,0.0083392262458801,0.90934235,0.0108306114621835,3-3,10.0,5.0,15.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,28,5417,0.008273790590465,0.90159607,0.0108775696209421,3-3,5.0,2.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,189,73346,0.0078000747598707,0.8567244,0.0109389874604899,3-3,15.0,5.0,23.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
True,False,5.0,5.0,8.0,0.0,sin,3.0,40.0,0.0,sin,18,7847,0.007641139905899763,0.8436098694801331,0.011058846848974338,3-3,,,,,,,,,
False,True,,,,,,,,,,183,10871,0.0082685742527246,0.9039738,0.0111017770735569,3-3,5.0,5.0,8.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
True,False,15.0,5.0,23.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,90,35812,0.0074690380133688,0.82674783,0.0112016615484123,3-3,,,,,,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,9,73259,0.0087942136451601,0.95581466,0.011213448444527,3-3,15.0,5.0,23.0,0.0,leaky-relu,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,40,14012,0.0070742415264248,0.78206563,0.0112172079577234,3-3,10.0,2.0,15.0,0.0,leaky-relu,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,92,3759,0.0075265308842062,0.83551145,0.0112622449011324,3-3,,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,140,9328,0.0078191896900534,0.85916024,0.0113034307793241,3-3,,,,,,,,,
False,True,,,,,,,,,,173,5451,0.0078530926257371,0.86747503,0.011333705035453,3-3,5.0,3.0,8.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
True,False,5.0,2.0,8.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,91,2535,0.0076959305442869,0.8502892,0.0113341216697032,3-3,,,,,,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,98,17784,0.0072193299420177,0.80270255,0.0113894710416568,3-3,,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,127,6935,0.0091739846393466,0.99536,0.0114894261471453,3-3,,,,,,,,,
False,True,,,,,,,,,,179,34326,0.0082940272986888,0.90956867,0.0115627218278341,3-3,15.0,3.0,23.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,208,6971,0.0085249617695808,0.93031937,0.0115669962297882,3-3,5.0,2.0,8.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,6,32939,0.0085974857211112,0.94027174,0.0115793072929228,3-3,10.0,5.0,15.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,31,9932,0.0080837216228246,0.89171016,0.0117067446905105,3-3,10.0,2.0,15.0,0.0,leaky-relu,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,138,6727,0.0078982347622513,0.87327623,0.0117091957026286,3-3,,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,39,17057,0.0087731787934899,0.95587635,0.0117126457637768,3-3,5.0,5.0,8.0,0.0,leaky-relu,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,139,5248,0.0083962464705109,0.92497605,0.0117155470543953,3-3,,,,,,,,,
True,False,15.0,5.0,23.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,144,37072,0.0083063254132866,0.91310495,0.0117415495702462,3-3,,,,,,,,,
True,False,15.0,5.0,23.0,0.0,sin,3.0,40.0,0.0,sin,16,38192,0.007341048214584589,0.8207509517669678,0.011911404886842189,3-3,,,,,,,,,
False,True,,,,,,,,,,184,7826,0.0083657288923859,0.92042756,0.0119171453956656,3-3,10.0,2.0,15.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,7,15299,0.0091449292376637,0.9945495,0.0120203489705585,3-3,15.0,2.0,23.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,182,5831,0.0081708719953894,0.90487367,0.0120225817272866,3-3,5.0,3.0,8.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,167,15466,0.0085734296590089,0.9432342,0.0120594141163705,3-3,10.0,3.0,15.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,215,38366,0.00827007740736,0.9161233,0.0120768833137468,3-3,15.0,3.0,23.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,103,5468,0.0082423891872167,0.9116514,0.0121113760606118,3-3,,,,,,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,2,5744,0.0093615371733903,1.0162476,0.0122690176713617,3-3,5.0,3.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,211,11486,0.008242561481893,0.91079503,0.0124138413895183,3-3,10.0,2.0,15.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,10,4448,0.0100157782435417,1.0767359,0.0124829852403903,3-3,5.0,2.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,235,14291,0.0081652952358126,0.9055073,0.012526898946261,3-3,5.0,2.0,8.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,216,77006,0.008614432066679,0.94914806,0.0126428678581179,3-3,15.0,5.0,23.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,207,74606,0.0079315099865198,0.8811964,0.0126850907733435,3-3,15.0,5.0,23.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu
True,False,10.0,5.0,15.0,0.0,sin,5.0,60.0,0.0,sin,14,28688,0.008268894627690315,0.917698085308075,0.012704995708139618,3-3,,,,,,,,,
False,True,,,,,,,,,,188,34706,0.0094187390059232,1.0323771,0.012710040632072,3-3,15.0,3.0,23.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,187,15386,0.0088913235813379,0.98054725,0.0127340822884642,3-3,15.0,2.0,23.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
